date,rme,re_ew,r_size,r_value,r_prof,r_valprof,r_fscore,r_debtiss,r_repurch,r_nissa,r_accruals,r_growth,r_aturnover,r_gmargins,r_divp,r_ep,r_cfp,r_noa,r_inv,r_invcap,r_igrowth,r_sgrowth,r_lev,r_roaa,r_roea,r_sp,r_gltnoa,r_mom,r_indmom,r_valmom,r_valmomprof,r_shortint,r_mom12,r_momrev,r_lrrev,r_valuem,r_nissm,r_sue,r_roe,r_rome,r_roa,r_strev,r_ivol,r_betaarb,r_season,r_indrrev,r_indrrevlv,r_indmomrev,r_ciss,r_price,r_age,r_shvol
07/1963,-0.0039,-0.012448133,0.0142829913,-0.006507186,-0.004165809,-0.007621718,0.0295518245,,,-0.004542467,-0.014843858,-0.008373247,-0.019395982,0.0465711672,-0.016124482,-0.001063667,-0.003798232,0.0117768927,0.000588173,-0.000939047,-0.004704874,0.013954566,-0.004833297,0.0146106791,0.0178890875,-0.019651581,,0.0093780632,-0.004708967,0.0084126301,0.0075294701,,0.0114541029,0.0125553939,0.0170839723,-0.008707941,-0.004633483,,,,,0.0009366267,,,0.0028165232,-0.006343019,,,0.0034764566,0.0230982819,0.0073221136,-0.013473867
08/1963,0.0507,0.0536817159,0.0075872258,0.0000993884,0.033021848,0.0261286086,0.0117258763,,,0.0150905924,-0.02565602,0.0043835915,0.029500424,-0.009992434,-0.021176876,-0.004847782,-0.004480839,-0.005403794,-0.014072146,0.0009213286,0.0154952266,0.0191202548,-0.011740209,0.0187274102,-0.000735777,0.0157132496,,0.0192202287,0.0076005822,0.0129171242,0.0292290562,,0.0129167617,-0.040899243,-0.007769038,-0.005665539,0.0227962494,,,,,0.0077230944,,,0.0203534894,0.0148976159,,,0.0072370941,0.015961907,0.0006150205,0.0276589422
09/1963,-0.0157,-0.022510201,-0.000116923,0.014199352,-0.006703925,0.0077863669,0.0013157954,,,-0.008313488,-0.036739314,-0.029319923,-0.009712301,0.0039819663,0.0289752033,0.006249681,0.0044830258,0.0071875992,-0.01934473,-0.013201652,-0.033580192,-0.018727867,-0.001262696,0.0001824058,-0.028044221,-0.003023425,,-0.004940796,0.0033383885,0.0077592634,0.0029052617,,-0.002083057,0.0108895111,-0.015540767,0.0137332691,-0.005075144,,,,,-0.026277504,,,0.0342812273,-0.045644793,,,-0.018269209,-0.002263544,-0.001280837,-0.025255706
10/1963,0.0253,0.0116735856,0.0037903727,0.0151178358,0.0424415416,0.0473573617,0.0370925885,,,0.0139531805,-0.053688066,0.0142292308,0.0465048676,-0.025775418,-0.007426244,0.0033718425,0.008898969,0.0053145723,-0.010231111,0.0098835703,0.025929795,0.0376997408,0.0009031472,-0.000405305,-0.018808535,0.034335733,,0.0155235539,0.0093064754,0.0281928999,0.0471455403,,0.0146587823,-0.010146401,-0.004894791,0.0091743706,-0.005205778,,,,,-0.017939664,,,0.0116612018,-0.020661457,,,-0.005513208,0.0123479335,0.0259403543,0.0253079298
11/1963,-0.0085,-0.011411107,0.0198741765,0.0073191134,-0.01349229,-0.011850309,0.009304692,,,-0.011819189,0.0176986273,0.0012033795,0.0115137283,-0.037629968,0.0014928985,-0.00103181,0.0119003803,0.0098138333,0.0303999131,0.0061554556,0.0075706482,-0.001532923,0.0069470744,-0.006685974,-0.012308406,0.0118525463,,-0.002120958,-0.005596189,-0.003972454,-0.011219182,,0.002886363,0.0150762787,-0.001618224,0.0081446587,0.0064509441,,,,,-0.018318269,-0.005908587,,0.0147517841,-0.024106589,-0.029787726,0.0158115139,0.0062549613,0.0070780474,0.0148442276,0.000967969
12/1963,0.0183,0.0109746683,0.0177282961,0.0029446735,-0.010277341,-0.003106549,0.0102238962,,,-0.006253312,-0.014578855,-0.008569613,-0.041533366,0.0499837657,-0.00125198,-0.004129409,0.0010390904,0.0135184636,-0.008944666,-0.01508288,-0.024386343,-0.000416561,-0.006684756,0.0046414684,-0.0079431,-0.021591626,,0.0103060204,-0.008187659,0.0071013387,0.002888671,,0.0227525614,0.0076981159,0.0074131253,-0.001052874,-0.006654095,,,,,-0.007877244,-0.01255959,,0.0354705586,-0.01320634,-0.017240631,0.015172346,-0.011778527,0.0107123873,0.0091761947,-0.019453977
01/1964,0.0224,0.010044203,0.0015703973,0.0192923664,-0.012549771,0.0103742913,0.0322755826,,,-0.01891404,-0.0520614,-0.026400384,-0.011002034,0.0080832089,0.0038067678,0.0195954691,0.0233966563,0.0029427673,-0.015393099,-0.023694951,0.0131508599,0.0009796999,0.0094946409,0.0102912429,-0.017992283,0.0037107757,,0.0130523021,0.0172326099,0.0277464815,0.0160537874,,0.017140853,0.0153174293,-0.00902938,0.0041893485,-0.014007945,,,,,-0.006443773,-0.013942921,,0.0338727829,-0.026077998,-0.0561433,0.0394928566,-0.010184546,0.009461798,0.0243426179,-0.007995152
02/1964,0.0154,0.0215774123,-0.01174171,0.0260212636,-0.004186555,0.0333505136,0.0070828389,,,-0.020811318,-0.01609247,-0.010261331,0.0166672745,-0.037571398,0.0098743819,0.0234380632,0.0308361945,0.013821518,-0.007988532,-0.009065274,0.0052467635,0.0035276802,0.0171051704,-0.009760311,-0.022151309,0.0295800406,,0.0031993676,0.0096401746,0.0218043711,0.0234383329,,0.0133424157,0.0131910286,-0.024425844,0.0155141794,0.0034107401,,,,,0.009207424,0.0102923913,,0.0040054426,0.01216662,-0.028820242,0.0187001215,-0.009775513,0.0016100736,0.0177846236,0.0133863714
03/1964,0.0141,0.0247840237,-0.036616504,0.0771050455,-0.005891196,0.0773691908,0.0115020153,,,-0.030736443,-0.093395667,-0.05225034,0.0134751407,-0.085643787,0.0419091077,0.0511319255,0.0716376021,-0.006636543,-0.055894942,-0.028129588,-0.053802465,-0.002314316,0.0453775921,-0.046115646,-0.09083223,0.0614391284,,0.0212477319,0.0267013883,0.0642533531,0.0574910684,,0.0189730066,-0.014361823,-0.055649114,0.0540945757,-0.00930857,,,,,0.0079109859,0.002616941,,-0.019593279,-0.00648452,-0.021023724,0.043100943,0.0049011553,-0.011932896,0.0122622413,0.0140281832
04/1964,0.001,-0.007146194,0.017092666,0.0037865314,-0.004263917,-0.00215758,0.0061491657,,,-0.006469168,0.0493934439,0.0411638616,-0.021162355,0.0397842657,0.0228877819,0.0118433985,-0.005916074,0.0115508182,0.068374072,0.0067120933,0.0715924564,-0.031904089,-0.008094165,0.026357653,-0.001448082,-0.020446006,,-0.000112935,-0.004953738,0.0070563726,0.0078888411,,-0.004371357,0.0076654379,0.0117857072,0.0022896982,-0.023205013,,,,,-0.034307498,-0.024570954,,0.0130499794,-0.054557088,-0.093511014,0.0510290212,0.0008729899,-0.004474016,0.0112733337,-0.038223907
05/1964,0.0142,0.0148740606,-0.019614221,0.0067795143,0.0079562962,0.020493921,-0.024608097,,,-0.01627523,-0.032359853,-0.025245543,0.0056021729,0.0019369951,0.0077469127,0.0003244147,0.0062860226,-0.000865417,-0.0249039,-0.005161342,-0.025366898,-0.019107399,0.0054356271,-0.023941873,-0.026401602,0.0106003089,,0.0136507876,0.0250818752,0.0122174821,0.0174863172,,0.0172324979,0.0075871324,-0.001315911,-0.007572052,0.0115965419,,,,,0.011420119,0.0070594876,,0.017639095,0.0062855373,-0.008764832,0.0256009746,-0.015176065,0.0084032268,-0.006098573,0.0129386151
06/1964,0.0127,0.0129454436,0.0045185337,0.0072167863,0.0094906688,0.0144114112,0.0257879448,,,0.0209913334,0.0156862385,0.010575622,0.0259932831,-0.023687183,-0.00192184,0.006124977,0.0059538347,0.008405144,0.0051694621,0.0061633229,-0.003413938,-0.000487615,0.0088058235,-0.019207421,-0.010810976,0.0230122459,,0.0013338551,0.0081748738,0.0006466831,0.0026196236,,-0.007001027,-0.009923993,0.0092778996,0.0134062497,0.0140520016,,,,,-0.005277398,-0.00827782,,0.0069853473,-0.021451867,-0.041546682,0.0371993696,0.001624247,-0.003436391,0.0267155915,0.0024677541
07/1964,0.0174,0.019230526,0.0091556183,-0.00823565,-0.015090864,-0.024293991,0.0081324,,,0.0031577389,0.0002138484,-0.008636435,-0.027855602,0.0360706085,0.0029313653,-0.004027881,-0.010527749,-0.008786153,-0.012844195,-0.002378504,0.0152821985,0.0074486539,-0.003021721,-0.006283134,0.0088547616,-0.018844035,0.0633914378,-0.009106848,-0.002051709,-0.013450753,-0.021322508,,-0.008405695,-0.011039025,-0.002356116,-0.001897994,0.0028568692,,,,,-0.010430987,-0.016285469,,0.0041234858,-0.014616856,-0.032568462,0.0125034926,0.0040737581,0.0068227082,0.0140958579,-0.012361205
08/1964,-0.0144,-0.012354392,-0.00030629,0.0163632597,-0.018590644,0.0035532319,0.0140030095,,,-0.002509642,-0.001945397,-0.003638631,0.0040480695,-0.023721992,0.011458771,0.0213601175,0.0151306248,-0.013738118,-0.003984477,0.0135975902,0.0239777117,-0.010815238,0.0146614732,-0.018016233,-0.011966452,0.0102993264,0.0050972702,-0.003943391,0.0004428847,0.0071939836,0.0001003556,,-0.008025951,-0.016538174,0.0152438668,0.0158165183,-0.002462964,,,,,0.0108315677,-0.010450207,,0.0158104593,0.0035366073,-0.028813663,0.0261912471,-0.012170571,0.0089083561,0.0126428816,-0.00957386
09/1964,0.0269,0.0288464838,0.0126633748,0.0081124155,0.002201353,0.0098184667,-0.006930476,,,-0.002554198,-0.02184109,-0.001756679,0.0119728571,-0.024136568,0.0093763152,0.0042876075,0.011289921,0.0053537162,0.0049267076,0.0098277124,0.0036233556,0.0063169338,0.0043547658,-0.00306725,-0.012291299,0.0120540089,-0.08720558,0.0001302007,0.0022686516,0.0060899175,0.0074270361,,-0.000743307,0.0126541229,-0.030561032,0.0081255345,-0.003675231,,,,,-0.023757212,0.0119152889,,-0.046089893,-0.03918274,-0.041686826,0.0300855957,0.0132657053,0.0043986795,0.0127980243,0.0175786087
10/1964,0.0059,0.0112919845,-0.012984842,0.0109130239,0.0097418949,0.0213393112,-0.005561475,,,-0.014363441,-0.006858207,-0.000665579,0.0161064236,-0.009629494,0.000817594,-0.000665052,0.0115817172,-0.027752853,-0.009321115,-0.008645991,-0.018338554,0.0080172732,0.0073724037,-0.009399071,-0.023527204,0.0168326193,-0.050905471,0.004870128,0.0006229258,0.0077066656,0.0097417828,,0.0076128669,0.0003528634,0.0020155092,0.0081043173,-0.013214621,,,,,-0.012602197,-0.00071935,,0.0087742743,-0.012996472,0.0046647394,0.0020981351,-0.009094237,-0.001958002,0.0057539896,0.0019299024
11/1964,0,-0.001386307,0.010785681,-0.029418072,0.0136771438,-0.022553788,0.0128588548,,,0.0070674949,0.002795691,0.0158066872,0.0084925453,0.0341649951,-0.015545975,-0.012635711,-0.021510281,-0.007044561,0.0177212075,0.0042189244,-0.014309901,0.0070992325,-0.018654797,0.0214266738,0.0400520128,-0.015296508,0.0273183364,0.0066135838,0.0146109989,-0.01702473,-0.008520823,,0.0003860427,-0.004379887,0.0456674857,-0.024971296,0.0051013839,,,,,-0.002040733,-0.017266644,,-0.016773454,-0.005410152,-0.008520362,0.0240377485,-0.003934761,0.0045605089,-0.011949419,-0.025656658
12/1964,0.0003,-0.005171468,-0.000535937,-0.03356925,0.0221772776,-0.020172115,-0.003786577,,,0.0108377921,0.0425096705,0.0292534171,0.0107981867,0.0297507388,-0.023097137,-0.032024885,-0.029004229,-0.023338441,0.0394959826,0.0282113954,0.0013274429,0.0213051614,-0.023417125,0.0207065479,0.0321084015,-0.017016796,-0.043146262,-0.004304867,-0.003187645,-0.028570792,-0.014807646,,-0.008236317,-0.002346657,0.014293322,-0.023354112,0.0091998595,,,,,-0.000367261,-0.001075027,,0.0123912481,-0.005630399,-0.010050234,0.0089467863,0.000714617,-0.0106279,-0.010577225,-0.006428204
01/1965,0.0354,0.0498347373,-0.023974656,0.004325039,0.0264572991,0.0373067013,0.0061054737,,,0.0009709691,-0.00278008,0.004561003,0.0117751481,0.0155381194,-0.009683189,-0.010878336,-0.004751402,-0.029894973,-0.001098111,0.0109624955,0.0059817732,0.0047424312,0.0004763633,-0.009369618,-0.014021354,0.0102399618,0.0558461645,0.0004730493,-0.004881544,-0.000426638,0.0156504422,,0.0049489024,-0.002431748,-0.023103622,0.0033191155,0.0118003213,,,,,-0.028603201,0.0147846721,,0.0321256445,-0.040606384,-0.065984917,0.0356751245,0.0100668034,-0.018561583,-0.003069856,0.0200247746
02/1965,0.0044,0.0252993175,-0.041447521,0.0063876003,0.0337873033,0.0372754209,0.0031175985,,,0.0051859912,-0.012807116,0.0076061687,0.0422061819,-0.028469427,-0.011920396,0.0108958413,0.0197206677,-0.031179281,0.0035422855,0.0120376307,-0.014036402,0.0146074586,0.0045157679,0.0079653728,0.0012164461,0.0291859179,0.1525427999,0.0079565593,0.0026568147,0.0097209216,0.0262863488,,0.0131619819,-0.003764209,-0.030653804,0.0013366036,-0.006920043,,,,,-0.006294965,0.0182142005,,0.0160366499,-0.023962878,-0.042119976,0.0527798632,0.0298146784,-0.01645776,-0.004668602,0.0260174267
03/1965,-0.0134,-0.004759407,-0.023603281,0.0094815719,-0.011405629,0.0050994335,-0.01350697,,,-0.003164476,-0.002591282,-0.015267011,0.0042060687,-0.026373867,0.0049137104,0.0039288199,0.0070997107,-0.020850638,-0.024119876,-0.011730405,-0.023651534,-0.008967232,0.0117704523,-0.02123768,-0.016834468,0.0103212361,-0.103275677,0.0018031739,0.0026934096,0.0160193629,0.0091261964,,0.0079643636,0.009501636,-0.014103986,0.0104233367,-0.009326683,,,,,-0.021342755,-0.001086091,,-0.002716556,-0.039404898,-0.039814078,0.0361348442,0.0071719704,-0.002752138,-0.007930621,0.0066036293
04/1965,0.0311,0.032279059,-0.030735676,0.0267836828,0.0203495231,0.0527758738,-0.006391568,,,0.0124041667,0.0594657488,0.0207597882,0.0485572551,-0.060831347,-0.003224046,0.0184698869,0.0211601272,0.0024931522,0.026187879,0.0169725773,0.0347819563,0.0258050328,0.0159103716,-0.014643853,-0.028505332,0.0444265958,-0.102984897,0.024142002,0.0181496136,0.0370680635,0.0439293858,,0.0196213618,0.0143316897,-0.007332083,0.0152200551,0.0090832993,,,,,-0.003059684,0.018760555,,-0.006426553,-0.010432431,-0.014884586,0.0328893791,0.0195672765,-0.012162743,-0.001919015,0.0210312309
05/1965,-0.0077,-0.009866838,-0.005848521,-0.005240614,0.0230495768,0.0172219597,0.0176370021,,,-0.005093519,-0.015008563,0.0088550656,0.0258235047,-0.003216884,-0.016160053,-0.002565864,0.0104184512,-0.006726476,0.0310362621,0.0235571364,-0.015587425,0.0014204116,0.0033074339,-0.015973389,0.0003656002,0.0160875561,-0.034976605,0.0205304592,0.0033958567,0.0064870309,0.0184932928,,0.0165220207,-0.007132883,0.0146182532,-0.00717057,-0.007273091,,,,,0.0100651615,-0.002116738,,0.0058846758,0.0080011315,0.0017745582,0.0074104893,-0.001709468,0.0107131487,-0.005844865,-0.002684308
06/1965,-0.0551,-0.075721899,0.0622741457,-0.027578891,-0.023965523,-0.043791151,0.0322801584,,,-0.002865724,-0.022724844,-0.012441979,-0.045863925,0.0582363669,0.0113025344,-0.015968458,-0.025048912,0.0356821257,-0.018759222,-0.010553721,-0.005165558,-0.018957753,-0.018709732,0.0228788062,0.0358067736,-0.046465421,-0.009409501,-0.029721376,-0.035263735,-0.041465751,-0.045305812,,-0.026182099,-0.009990716,0.0231654782,-0.004831282,-0.007161293,,,,,-0.018416712,-0.043324928,,0.0453980022,-0.022293413,-0.040508628,-0.010827927,-0.043362768,0.013052836,0.0227568724,-0.046882832
07/1965,0.0143,0.0251178841,-0.021062017,0.0174844333,-0.00743036,0.010614022,-0.003303063,,,-0.013251319,-0.012799451,-0.006990992,0.0194347352,-0.04551269,-0.020338277,0.0117300766,0.0150254145,-0.01704014,-0.02935149,0.0026309716,-0.04725166,0.0123446399,0.0127992936,-0.014263659,-0.016930702,0.0200862664,0.0331707095,0.0360733734,0.0117368174,0.0474119054,0.0367671698,,0.0404757279,-0.014365282,-0.008185694,0.0077755765,-0.011988732,,,,,-0.036344216,0.019389003,,0.0054863131,-0.033745274,-0.040322016,0.0377733096,0.0025911787,0.004600422,-0.002938045,0.0305207023
08/1965,0.0273,0.0429439999,-0.044849019,-0.005228077,0.0399951959,0.031616652,-0.006838901,,,0.005448243,0.0420018608,0.0216926635,0.0490125572,-0.02441868,-0.04554394,-0.007362181,-0.003301374,-0.042463678,0.0046844214,0.0251228663,-0.013385601,0.0339702833,-0.006275646,0.0008532855,0.0135066666,0.0266540883,0.0845664306,0.0260591416,0.0380598057,0.0206208309,0.0414866003,,0.0297064199,-0.002680973,-0.003156795,-0.012816865,0.0045601409,,,,,0.0148366143,0.0348409045,,0.034719766,-0.000167838,-0.028235827,0.0505385438,0.0349347742,-0.008027415,-0.028896991,0.0448348943
09/1965,0.0286,0.0293439954,-0.026371876,0.0151896604,0.0283460888,0.039845405,0.0177266169,,,-0.008482518,0.0378615201,0.0193112163,0.0518777525,-0.044753849,-0.028171259,0.009085285,0.0179694711,-0.033886184,0.0220931949,0.0263015548,0.0115429204,0.0354089756,0.0109853154,-0.012040102,-0.022177722,0.0416115076,0.0012892848,0.030432467,0.0213734545,0.0364355752,0.0477056075,,0.0369709754,0.0013670612,-0.01682649,0.0000630827,-0.008236796,,,,,0.0252427992,0.0274179379,,-0.062638483,0.0178519429,-0.012896642,0.0240492023,0.0242548627,0.0049485959,-0.002654047,0.0346730976
10/1965,0.026,0.0369431433,-0.047793484,0.0210520865,0.0249277161,0.0442648152,-0.00907484,,,0.0053970304,0.0000402728,0.0227126352,0.0332778629,-0.04597126,-0.017663096,0.0261048182,0.0342605012,-0.014101471,0.0312844022,0.0095495517,0.0280723346,0.0477623205,0.0136024187,0.0053394018,-0.007826855,0.0375402775,0.0111550895,0.0313342444,0.0481501337,0.0425019831,0.0488989965,,0.027736166,-0.00091353,0.0059101953,0.0024798006,0.0032183656,,,,,0.0355839517,0.0336860117,,-0.029759578,0.0065832612,-0.011034082,0.0578788131,0.0377386196,0.0020149519,-0.00774267,0.0469828763
11/1965,-0.0003,0.0276931101,-0.075526699,0.007350232,0.03378266,0.032562732,-0.008922199,,,-0.015722622,0.0313343272,0.0051885953,0.0708011065,-0.052288933,-0.034913537,0.01658955,0.0276987465,-0.052826381,-0.00385919,0.0408525347,-0.057208206,0.0316055897,0.0080624458,-0.016244145,0.0227684659,0.0458110112,0.2006390798,0.0705718916,0.0732702408,0.0553544434,0.0673558845,,0.0683900968,-0.005264519,-0.015180106,-0.022306041,-0.01573559,,,,,0.0319470652,0.0504708369,,0.0783793863,0.0055183348,-0.034923524,0.0736381236,0.0038227968,-0.006515451,-0.036623617,0.0615369095
12/1965,0.0101,0.023165005,-0.037720899,0.033302137,-0.002019579,0.0322702382,-0.003898969,,,0.0262563948,-0.019899319,0.0144884148,0.0155254225,-0.064982879,-0.004321274,0.0198137899,0.0167645294,-0.01890467,0.0055561304,-0.006654986,0.0692850401,0.0338977748,0.0148926636,-0.003270033,-0.03913554,0.0351807471,-0.067907554,-0.014166654,0.0108010082,0.0124588071,0.0068252317,,-0.002335016,-0.01841524,-0.004484899,0.0330880019,0.0213979431,,,,,-0.036143278,0.0301224349,,0.0381234523,-0.051484098,-0.069748271,0.0624841556,-0.03968436,-0.035360255,-0.003588432,0.0387332832
01/1966,0.0072,0.026463674,-0.055986936,0.0491050332,0.0156753548,0.0618367324,-0.03560521,,,-0.01076952,-0.020294489,0.01063913,0.0629853205,-0.104193661,0.0068394621,0.0511770336,0.0534589569,-0.018380313,-0.03064252,0.0030244711,-0.021816551,0.0275527903,0.0343593961,-0.004291119,-0.037143665,0.0681089307,0.1532704598,0.0480959273,0.0559137048,0.0667081791,0.0663692186,,0.0504792785,0.0044200256,-0.021908375,0.0161469384,0.0158896832,,,,,-0.006318603,0.0286331298,,0.0817525188,-0.026440953,-0.062585204,0.1081291461,-0.015765169,0.015935965,-0.002224948,0.0436299446
02/1966,-0.0121,0.0014258021,-0.076750809,0.0156604367,0.0390571346,0.0654252672,-0.035231835,,,0.0053459277,0.0294583378,0.038647273,0.056465948,-0.06004,-0.016609882,0.0178447437,0.0170626831,-0.029460149,0.0204820107,0.0292524763,0.0198689015,0.0412981572,0.0118232514,-0.004373444,-0.010361433,0.0493447587,0.1018552415,0.0630180176,0.0598043366,0.0644370833,0.0814740385,,0.053054447,-0.014642608,-0.024740775,-0.024300649,0.0203455453,,,,,0.0322695619,0.0445811625,,0.0424447245,-0.005038516,-0.018805956,0.0624923538,0.0129618986,0.010600572,-0.008121611,0.0607989011
03/1966,-0.0251,-0.025999823,0.0155876758,-0.028289508,0.0138603551,-0.024339035,0.0363266858,,,0.0091252175,-0.014012968,-0.003615496,0.0014826284,0.0327792637,-0.032455858,-0.011973643,-0.004621309,-0.022734737,0.0025248084,0.0059910276,-0.01155826,-0.007467376,-0.013539949,0.0100085344,0.0347813018,-0.015239878,0.0332542049,0.0027059746,0.0062466669,-0.011737799,-0.005385599,,0.0063705143,0.0162271986,0.0210238967,-0.030201742,-0.011831361,,,,,-0.019944814,-0.00211824,,-0.010370499,-0.027764766,-0.023686578,0.0058944392,0.0099514214,0.0148091186,0.0001727912,-0.008784673
04/1966,0.0214,0.0316000685,-0.068370254,0.0153931665,0.0227591806,0.0397969412,-0.009804458,,,-0.013029399,0.0326794035,0.0174600016,0.0383044565,-0.038017648,-0.028136898,-0.00180276,0.0077154323,-0.033960502,-0.000410297,0.0053889922,-0.066519201,0.0229238159,0.0122189549,-0.023807714,-0.037093138,0.0346263322,0.0250874664,0.0568589421,0.0600625199,0.0429980918,0.050556017,,0.0609989847,0.0421986762,-0.022640852,-0.02364536,0.0124490447,,,,,0.0017701408,0.0359050659,,0.0092548469,-0.009674795,-0.021164352,0.0408749977,0.0068280522,0.0107928178,-0.01981075,0.0474739111
05/1966,-0.0566,-0.073019417,0.0887609803,-0.051410756,-0.012461759,-0.067187067,0.0270101321,,,0.0013518571,-0.01949123,0.0069862835,-0.061602354,0.1054300609,-0.000471608,-0.032492399,-0.041681536,0.028251116,0.0145076945,-0.010967647,0.0153297649,-0.013503416,-0.036084551,0.0438707955,0.0607415496,-0.071567363,0.0003789962,-0.064404432,-0.062302094,-0.078575386,-0.07868745,,-0.058975681,-0.028583522,0.0206597768,0.0054033043,-0.014415159,,,,,-0.060214035,-0.054540566,,-0.004547778,-0.064195787,-0.06915834,-0.014984145,-0.010690239,-0.017039442,0.0114987453,-0.076786405
06/1966,-0.0144,-0.006681696,-0.027082552,0.0159158336,0.0257322451,0.0365571294,0.0049070994,,,-0.008704626,-0.009115758,-0.008377459,0.0222179176,-0.004028293,-0.004093799,-0.000372335,0.0156982337,-0.020739491,-0.002142955,0.0078231957,0.0043100826,-0.0056193,0.0089518892,-0.01949744,-0.03432048,0.0247998525,0.010198369,0.0374301775,0.0253216344,0.0423251532,0.0498404403,,0.0364979256,0.0216806162,-0.038778578,-0.010927207,-0.001192771,,,,,-0.033902346,0.0186831086,,-0.049758674,-0.029985219,-0.028817656,0.0332796833,0.0195781078,0.0073344184,-0.020314207,0.0269312158
07/1966,-0.0163,-0.017665248,0.0070401201,-0.003794257,0.0075738539,0.0086742089,0.007138183,,,-0.007620322,-0.014275519,-0.013875096,-0.008129221,0.0298359237,0.0147543788,-0.004628945,-0.00363233,-0.009971101,0.007998171,-0.012223595,-0.016141745,-0.016657348,-0.003490225,0.0016278741,0.0053592229,-0.010224294,0.0108119705,-0.007422345,-0.00960493,-0.006761402,0.0008038723,,-0.01481736,-0.008415142,0.0123637312,-0.001434032,-0.006894257,,,,,-0.011668655,-0.010102739,-0.015540906,0.0167796929,-0.00773221,-0.039229622,0.0015242907,-0.000933681,-0.006768358,0.0063134021,-0.011665285
08/1966,-0.0791,-0.091706684,0.0374256705,0.0134133515,0.019552224,0.0351708005,0.0189903021,,,-0.014973708,0.0207781821,-0.022458381,0.0155308276,0.0062480505,0.033665769,-0.005167763,-0.00600673,0.032123106,-0.020421275,-0.004135028,-0.006485621,-0.021599375,-0.00475158,0.0129058104,-0.02632975,0.0006925323,-0.028693083,-0.01673363,0.0091390312,-0.006619219,0.0034688538,,-0.024094671,-0.0167735,-0.044831762,0.0148533199,-0.013622978,,,,,-0.007477121,-0.024281107,-0.016470802,-0.005035714,-0.0150159,-0.03200164,0.0181645375,-0.004839744,-0.004149924,0.0100470927,-0.024819892
09/1966,-0.0106,-0.016712864,0.0059914593,0.0051178924,-0.033738807,-0.026958663,0.0130353224,,,-0.027647308,-0.037199389,-0.060717616,-0.057805455,0.0723456929,0.0346296292,0.0061319845,-0.000370795,-0.002986085,-0.053481544,-0.01750944,0.001540087,-0.056334437,0.0064596477,-0.007313564,-0.002562127,-0.038389392,-0.032589593,0.0155455882,0.0337013851,0.0154667809,-0.005728174,,-0.015986299,-0.01521503,0.0023076389,0.0049478773,-0.025805349,,,,,-0.011617995,-0.026209361,-0.034448655,0.022047165,-0.014638109,-0.065848202,0.1010468111,-0.047527905,-0.006001916,0.0131115702,-0.032594409
10/1966,0.0386,0.0158876771,0.0834098894,0.0345369142,-0.105769314,-0.059343583,0.0389086044,,,-0.025712849,-0.06093717,-0.057248515,-0.126032486,0.080848692,0.0490808118,0.0384495743,0.0285948831,0.0480235685,-0.000721022,-0.038335398,-0.006488849,-0.060390516,0.0518436076,-0.054148317,-0.01684012,-0.040924838,0.0262156877,-0.033074489,0.0534371113,-0.005971713,-0.064954338,,-0.078013939,-0.052576261,0.010205383,0.0453948581,-0.024919837,,,,,0.0255370108,-0.060144009,-0.06336738,-0.03965738,-0.049493982,-0.075183929,0.1023024048,-0.040597314,-0.007401908,0.059645994,-0.078228614
11/1966,0.014,0.0373796715,-0.026387683,-0.098507544,0.0886631859,-0.034442637,-0.009934893,,,0.0581109963,0.0141472242,0.1274695963,0.0686464149,0.0462670618,-0.134523433,-0.066267781,-0.065394924,-0.070399631,0.0638432556,0.0438380465,-0.007368037,0.1061025792,-0.06175958,0.0467873778,0.0956216711,-0.014074555,-0.127691317,0.0019753549,-0.06074667,-0.079827824,-0.023150401,,0.0787814369,0.1035260224,0.0516799054,-0.082653157,0.0554375318,,,,,-0.11942967,0.0895816989,0.0917094955,0.165315802,-0.131310852,-0.03383554,-0.027076573,0.0572809583,0.0328756716,-0.069116075,0.0997778838
12/1966,0.0013,0.016509132,-0.013563826,-0.005933151,-0.022871811,-0.02531993,-0.002178178,,,0.0103584841,0.0072297603,0.0122486412,-0.037529857,0.0309479763,-0.017514299,0.0014163365,0.002596863,-0.022551986,0.0252185324,0.0085103836,0.0116214805,0.005713456,0.0096805671,-0.02094943,0.004888496,-0.013601794,0.0754769945,-0.003945213,0.0123253478,-0.016830344,-0.025324396,,-0.002697144,0.0034851119,0.0067937862,-0.003267626,0.0122229254,,,,,0.0057125755,0.0089635545,0.0004344319,0.0215292841,-0.001557446,-0.045626376,0.0483791092,-0.003899217,-0.002663679,-0.020849429,0.0086236678
01/1967,0.0815,0.1143193943,-0.114884671,0.0253312056,0.0273296574,0.0682655232,-0.046867315,,,0.0177691049,0.0832036756,0.0527773624,0.0760438553,-0.143792679,0.0003720947,0.0361927144,0.0308510345,-0.042809847,0.0175313124,-0.004939853,0.0063715774,0.060926276,0.0289026821,-0.035594692,-0.012847855,0.0862482688,-0.102899825,-0.061222977,-0.070681011,-0.042111748,-0.020264885,,-0.046876362,0.0353200873,-0.019863126,0.0399422314,0.0135618001,,,,,-0.055038749,0.05890938,0.076241099,0.1213261803,-0.077276337,-0.103820518,-0.042065141,0.0055484561,-0.068725002,-0.03052157,0.0900835977
