date,rme,re_ew,r_size,r_value,r_prof,r_valprof,r_fscore,r_debtiss,r_repurch,r_nissa,r_accruals,r_growth,r_aturnover,r_gmargins,r_divp,r_ep,r_cfp,r_noa,r_inv,r_invcap,r_igrowth,r_sgrowth,r_lev,r_roaa,r_roea,r_sp,r_gltnoa,r_mom,r_indmom,r_valmom,r_valmomprof,r_shortint,r_mom12,r_momrev,r_lrrev,r_valuem,r_nissm,r_sue,r_roe,r_rome,r_roa,r_strev,r_ivol,r_betaarb,r_season,r_indrrev,r_indrrevlv,r_indmomrev,r_ciss,r_price,r_age,r_shvol
02/2007,-0.0196,-0.001991659,-0.019548377,0.0156241468,-0.010652864,-0.022638727,0.0052565261,0.011640992,-0.011063209,0.0233945802,0.0165037953,-0.001710686,0.0229716404,-0.052851591,0.0142894187,-0.011610947,0.004872377,-0.002226313,-0.002370288,-0.023466349,-0.001791234,-0.016209543,0.0088569126,-0.019850446,-0.034031847,0.027105907,-0.013507883,-0.004265902,-0.005455201,0.0089104313,-0.013015016,0.0127774154,-0.001536674,0.0028375541,-0.003773363,0.0094897132,0.0040614217,0.000720549,-0.006317539,0.0054565623,0.0017442345,-0.000564482,-0.000084703,0.0003161743,0.0147199859,-0.00117553,-0.006074928,-0.011640317,0.0213569779,-0.009536589,-0.003313632,0.0096080914
03/2007,0.0068,0.0077905974,-0.012807637,0.0047907528,0.0082635439,-0.008759668,0.0111826998,0.0053099972,-0.009764925,0.0128935713,0.038923061,0.0068631122,0.0247599046,-0.032219157,0.0142852965,0.0004932737,0.0030072887,-0.008883199,0.0258500571,-0.018861392,0.0069950074,-0.003577476,-0.004867121,0.017840963,-0.003010711,0.0140098592,-0.004261987,0.0016800118,0.0079428438,0.0040869857,-0.008766046,-0.003091399,0.0288844863,0.0202456013,0.0124464991,-0.003073282,0.0011134763,0.0160411318,0.0199081439,0.017905883,0.0304006285,0.0274421824,0.0073570611,-0.003395478,0.0463142555,0.0296735963,0.0202092187,0.0036837532,0.0072873285,0.0025108594,0.001737817,0.0018878305
04/2007,0.0349,0.0327064751,0.0182202255,-0.01055014,0.0150296635,-0.017183198,0.0150554333,0.004168737,-0.003084376,-0.009950974,-0.006567407,-0.009216477,0.0106627396,-0.001590526,-0.017741378,0.0011832862,0.0055356832,0.0070501174,-0.012256107,-0.004569611,0.0237569127,0.0035459237,-0.010164248,0.0176008371,0.0150177398,-0.001178659,-0.004798387,-0.005408731,-0.001493792,-0.012437079,-0.013597769,0.0083926957,-0.006443957,0.0118137094,0.0102679422,-0.005559245,-0.023880213,0.0029402098,0.0201826604,0.0073322804,0.022792836,0.0110873866,0.0116508394,0.017140592,-0.01628248,0.0094011415,0.0160466618,-0.01313864,0.0117203199,0.0069497591,0.0061427264,0.0194349759
05/2007,0.0324,0.0404781985,-0.027551544,-0.00891199,-0.005212131,-0.028057048,0.005520606,0.0192931075,-0.028557774,0.0290489525,-0.038932775,0.0261247536,0.0124847074,-0.024152645,-0.037063779,-0.007392929,-0.005913329,-0.010193369,-0.002382691,0.0021968178,0.0265133697,0.0280619311,-0.00324614,0.0051236526,0.0145296851,0.0056590481,-0.027412539,0.0182670896,0.0169361107,0.0045961588,-0.003399416,0.022255728,-0.005126835,0.0194287487,0.040476123,-0.011769858,0.0073177771,0.0210724589,0.0139562727,0.0046933271,0.0157005734,0.0142646472,0.0160350621,0.0155932178,0.0133007289,0.0118457799,0.0187306819,0.0076549807,0.0205409158,0.0060505001,-0.023627429,0.0164654137
06/2007,-0.0196,-0.018445383,-0.018523618,-0.006259136,0.0253369316,0.0067809018,-0.000526727,0.0298799184,-0.02362324,0.0088165847,0.0230209904,0.0023946416,0.0230590867,0.0088534475,-0.003368322,-0.017709423,-0.013312804,-0.014766807,-0.001136365,0.0004102427,0.0155739329,-0.00634551,-0.01467873,0.015361786,-0.007571743,-0.000859533,0.0216065581,0.0205086312,0.0145503821,0.0114465246,0.0183052037,-0.010185703,0.0046646022,0.0212782835,-0.00361864,-0.014701637,0.0098268496,0.019725008,0.0215723561,0.0032275962,0.0340676654,0.021610199,0.0028307905,0.0021441581,-0.026869956,0.0248442256,0.0170225509,0.0058330262,0.0269047798,0.0005314113,-0.016348605,0.0007839052
07/2007,-0.0373,-0.046001325,0.0310506212,-0.048007115,0.0353057847,-0.052057829,0.0174053995,0.0296238856,-0.04006701,0.0303511144,0.0404832768,0.0454393689,0.0292474195,-0.000045559,-0.004412516,-0.04043207,-0.045795978,-0.026885089,0.0625400871,0.011920094,0.0454829438,0.0382447782,-0.058583697,0.0596532891,0.0123244322,-0.036684311,-0.024635094,0.0323827163,0.0381702087,-0.001016778,-0.001952993,-0.021009226,0.0202611905,0.0232653689,0.0409543631,-0.046566967,0.0275817418,0.0538344709,0.0298017176,-0.025278903,0.05142297,0.0457043494,0.0022908153,0.0041349408,0.0307770566,0.0456750659,0.0214051186,0.046820095,0.0322430449,0.0455223938,-0.004169522,-0.000882618
08/2007,0.0092,-0.002302273,0.0055340741,-0.02588636,0.0067402038,-0.033499988,0.0135631939,0.0073840538,0.00675369,0.0116169024,-0.012588163,0.0231199484,-0.003430875,0.002318313,0.0354778932,-0.021909509,-0.04122373,-0.01718193,0.0109368849,-0.004882018,-0.011713921,0.0095258187,-0.023854318,0.0089508668,0.0056656173,-0.026847864,-0.025837746,0.0038839081,-0.00205621,-0.011588733,-0.007439922,-0.027986471,0.0087854359,-0.003065285,0.0028957879,-0.019141955,0.0124287515,-0.000727064,0.0117312771,-0.001548393,0.0222424209,0.0337705441,-0.017949285,-0.017790083,-0.006552086,0.0487659768,0.0663730167,-0.048841645,-0.005113381,0.0139175933,0.0112785748,-0.024266903
09/2007,0.0322,0.0245782728,0.0229501937,-0.026500925,-0.019192894,-0.080553002,-0.004285499,0.0183034302,-0.041579781,0.03828604,-0.008409195,0.0413456932,-0.04739829,0.0361246914,-0.020244063,-0.027583388,-0.026447497,-0.006531819,0.043401139,0.0121602309,0.0729828739,0.0529385993,-0.024768659,0.0018953853,0.0002508317,-0.052674856,-0.007574078,0.0426474903,0.0458156521,0.0235072169,0.0065775543,-0.018851034,0.0346734003,0.0225485402,0.0552885619,-0.035410864,0.0372131701,0.0642733381,0.0274223016,-0.000917896,0.0256961159,0.0147382295,0.010493277,0.001347675,0.0105354601,0.0143479688,-0.008744455,0.0541139845,0.0409287956,0.0323241289,-0.035073876,-0.000310831
10/2007,0.018,0.0187168867,-0.018579934,-0.025490971,0.0063940382,-0.068810043,0.0002842202,0.0283396038,-0.039416722,0.0588641915,-0.002231963,0.0183216214,0.0008010353,-0.010820553,-0.018627432,-0.05207806,-0.039074318,-0.045984644,0.0414689394,-0.002810468,0.0361734781,0.0129043847,-0.037027716,0.0113165377,-0.041445731,-0.029711134,0.0442776182,0.0494290324,0.0443325207,0.023170514,-0.009843306,0.0127730534,0.0475181952,0.0019445697,0.0481872248,-0.043375116,0.0520296593,0.0962824878,0.0079023251,-0.026655892,0.0397087295,0.0574628358,0.0046794734,0.0037515238,-0.015467432,0.0463200392,0.0790645993,-0.006342381,0.0508810293,0.0294202991,-0.015778819,0.0036926683
11/2007,-0.0483,-0.057208601,0.0252444994,-0.019880598,0.0050133501,-0.026853261,0.0327964801,-0.008347882,0.0071838563,-0.004718345,0.0317623857,-0.026676982,-0.000033114,-0.034060109,0.0114423485,0.0082232515,-0.000874257,0.0021787198,0.016133056,-0.03124796,0.0089034827,-0.040675967,-0.017231158,0.0358897681,0.0383344888,-0.009602255,0.049569316,0.0241764433,-0.011787398,0.009686163,0.0064645017,-0.071769419,0.0179645351,0.0416746973,-0.006498087,-0.027010914,-0.011461018,0.0891211293,0.0710654808,0.0373338696,0.0493074533,0.0258663141,-0.051609437,-0.048565996,-0.061058864,0.0424331267,0.0582934134,-0.06509475,0.0126413752,0.0488858288,0.0291513714,-0.054108935
12/2007,-0.0087,-0.01348341,-0.00467839,0.0015426188,0.0090724013,-0.023953336,-0.006972472,0.0215653601,-0.025303704,0.0124755982,0.0399348981,0.0209585446,0.0193043412,-0.02866387,-0.047509166,0.0081676686,0.0119605854,-0.022828327,0.0602684416,0.0012183881,0.0795335779,-0.006647994,-0.023269183,0.0537063666,0.0024284843,-0.004070868,-0.00201854,0.0548515807,0.0533945292,0.0507954597,0.0324719637,-0.035322286,0.0567319179,-0.026158265,0.0503415047,-0.02715999,0.0178254532,0.0624662776,0.0301511333,0.0109801884,0.0617999574,0.0356238815,-0.006164597,0.0012695913,0.0260357491,0.0333133526,-0.018669328,0.0708274561,0.0032962,0.0401679806,-0.004965343,-0.011751821
01/2008,-0.0636,-0.057937235,0.0247210394,0.0349523858,-0.033697982,0.0677436472,-0.000473482,-0.040542488,0.077276972,-0.024627522,0.0035012762,-0.040963783,0.005176836,-0.031125188,0.045563937,0.0689545255,0.0498535628,0.0556237996,0.0259658138,-0.0131604,-0.048857003,-0.02296567,0.0581175302,-0.008914371,0.0450024493,0.0515625762,0.0165425748,-0.072426412,-0.08330428,-0.045925014,-0.04341011,0.0246631513,-0.077846286,-0.029755173,-0.050523704,0.0697919171,-0.057044107,-0.116026583,-0.023056249,0.0365460953,-0.063149236,-0.081824802,-0.007296586,-0.02325048,-0.022536804,-0.070311633,-0.063917961,-0.073133613,-0.071625054,-0.049106043,0.0323539658,0.001411731
02/2008,-0.0309,-0.026999153,-0.014760296,-0.014191246,0.0431593376,-0.019274028,0.0317213613,0.0013107398,-0.017710878,-0.003559019,0.0694866751,0.0239681027,0.0361627657,0.0184451383,-0.05504478,0.0134017554,0.0272640357,-0.018142655,0.081666465,-0.013454594,0.0430846812,-0.003862655,-0.034130701,0.0879237343,0.0322681418,-0.009500083,-0.002526748,0.0614761746,0.0608699685,0.0506015939,0.0482186418,-0.065820858,0.0719127751,-0.033005467,0.0412650846,-0.037406287,0.01735083,0.065995837,0.0512844322,0.0358658373,0.0619611227,-0.059050723,-0.014970884,-0.005557503,0.0307880404,-0.033097838,-0.025418903,0.0855000925,0.0088069545,0.0335392139,0.0003703877,-0.023792324
03/2008,-0.0093,-0.01669844,-0.026241408,-0.003199641,0.0133579611,0.0152269794,0.006253765,-0.022512463,0.0355942072,0.0023607788,0.016266924,-0.007748283,-0.002749872,-0.01170253,0.0133790349,-0.009238223,-0.002866495,-0.011396785,0.0405040007,-0.009498993,0.0080295486,-0.03044469,-0.012150393,-0.000542707,-0.028033835,-0.0110001,0.0619360649,0.0340106158,0.0097751099,0.0198838378,0.0311274375,-0.011798998,0.0251637386,-0.003214194,-0.042714336,-0.01317998,-0.018544419,0.0758951882,0.0263491499,0.0269059768,0.0252733136,0.0141097557,-0.027942486,-0.009279436,-0.015230198,0.0202073964,0.0239468156,-0.004016569,-0.026509905,0.0088061646,0.0158937915,-0.025194406
04/2008,0.046,0.0601304769,-0.020922614,-0.0077912,-0.012010029,-0.041657013,-0.019927927,0.0068207276,-0.024237866,0.0116922272,-0.033997879,0.0386319516,-0.014742306,0.0106246228,-0.043515857,-0.022784434,-0.006473697,-0.024116062,0.0180200111,0.0190707244,0.0199249552,0.0208177644,-0.013036971,-0.007867587,-0.03001834,-0.017979503,-0.019559911,-0.00291446,0.009438091,0.0006240432,-0.02617543,0.0452746207,0.0190694501,0.0006503867,0.0697596484,-0.017030534,0.0190911425,0.0232592167,0.0138872252,-0.002924896,0.0271798157,-0.015909887,0.0283323225,0.0378030814,0.0472835457,-0.015026002,0.0064668316,0.019273301,0.0243012,0.0154368042,-0.026479466,0.039587556
05/2008,0.0186,0.0379443297,-0.054632348,0.0028134506,0.0479807701,0.0093101992,0.0505721839,0.0296454283,-0.030917217,0.0224398586,-0.024865934,0.0207719133,0.0375566459,0.0007918083,-0.057830281,-0.000168286,0.0193820315,-0.048951019,0.0354647882,0.0119864667,0.0552345949,0.0131289765,-0.029689299,0.0537813896,-0.012073289,0.0029812603,0.0680070949,0.026452049,0.0526102427,0.0219765175,0.0139603468,-0.015315453,0.036070048,0.0429122483,0.0631322439,-0.030372132,0.0050939273,0.0541002261,0.0289232033,0.0143679195,0.054425405,0.0457118609,0.0079564523,0.018762515,0.0636602433,0.0362310183,0.0208768302,0.0465561323,0.0212337002,0.0045828641,-0.016145231,0.0014281856
06/2008,-0.0844,-0.086894088,-0.073346856,-0.005941373,0.0426822568,-0.012829757,0.014997608,0.0197258597,-0.050536752,0.0131008472,-0.019141273,0.0378575499,0.0061979581,0.027753707,-0.066766021,0.0183003057,0.0540522091,-0.051557675,0.1230077721,-0.003368427,0.0919381459,0.0072117128,-0.049346889,0.1186224815,0.0303616529,-0.037627577,0.0749948744,0.1169184837,0.1157375912,0.103633269,0.0933437548,-0.017823747,0.1216387165,0.0335149162,0.065222278,-0.078432579,0.0213396301,0.1440545935,0.0794338686,0.0272903567,0.114763262,0.1134959641,-0.004970374,-0.026033153,0.0602824598,0.0863559916,0.0371312645,0.0552296278,0.0593099983,0.0994194687,-0.018693902,-0.003927172
07/2008,-0.0077,-0.011520125,-0.03898441,-0.010505764,0.030825209,0.0714107448,0.0202341046,0.0393402132,0.0815574624,-0.089819301,0.1256288527,-0.065828959,0.0252774502,-0.006532943,0.1003114146,0.0169859866,-0.036062187,0.0004044552,-0.179694933,-0.020009292,-0.116456564,-0.028162369,0.0121670866,-0.011190411,0.0373464984,0.0308457797,-0.025987607,-0.080859602,-0.103449722,-0.089032998,-0.035796397,-0.036947578,-0.055172479,-0.036829546,-0.141646848,0.027534502,-0.081261307,-0.110319867,0.0032840718,-0.000684468,-0.029523412,-0.105233581,-0.056888099,-0.04707985,-0.026137135,-0.068151914,-0.025402406,-0.055179599,-0.110427931,-0.056486617,0.0392208103,-0.05130162
08/2008,0.0153,0.021944962,-0.052370332,0.0329553099,0.0430681814,0.0755851494,-0.01299623,0.0170311408,0.0336613896,-0.018471266,0.0131812157,-0.016095938,0.0386274923,0.0193000053,0.0520958154,0.015948615,0.0113660646,0.0111147611,-0.030042125,0.0062166742,-0.045348229,-0.033262775,0.0244535054,0.005488013,0.0061158387,0.0258722656,-0.016104237,-0.063534314,-0.040044618,-0.036424532,-0.014727735,0.0502621155,-0.065271555,-0.049468333,-0.041392416,0.0417130483,-0.020282242,-0.031677554,-0.016831929,-0.0030521,-0.010009467,0.0242811789,-0.01536716,-0.006141886,0.0067231971,0.0173011738,-0.031872586,-0.016391192,-0.062079784,-0.052392875,0.0055643101,-0.005394872
09/2008,-0.0924,-0.115792663,-0.043875915,0.0378019943,0.0074632524,0.1325507559,0.0045793589,0.0089168307,0.1031563686,-0.121984492,0.045614291,-0.081827886,-0.02180614,0.0285452066,0.1330852371,0.0684911457,0.0047207221,0.0174425118,-0.108753823,-0.018478995,-0.080695063,-0.074996415,0.0360793742,0.0057841162,0.0417580701,0.0116560945,-0.007943355,-0.059945295,-0.015313025,-0.021517458,0.0303226032,0.04346845,-0.024673851,-0.137705186,-0.131328076,0.0301350452,-0.101658067,-0.087637135,-0.042029462,0.0151334942,-0.050177984,0.07959041,-0.086737128,-0.088843914,-0.098089538,0.0792723782,0.0476016619,-0.082135744,-0.141244061,0.0002383514,0.0730969613,-0.069529478
10/2008,-0.1723,-0.204111236,-0.019718608,0.0083154719,-0.007371098,0.0184808828,0.0542869358,0.0498524235,0.0413338902,-0.03632424,-0.025072848,-0.080317775,-0.04074968,0.0925234905,0.1293524495,0.0202171451,-0.018193779,0.0087367915,-0.039228809,-0.056374856,-0.106599364,-0.07626411,-0.002237669,0.0480671464,0.0318699717,-0.036375064,-0.012727125,0.0359742233,0.0898410795,0.0274664954,0.0446798374,-0.033698302,0.0391827197,-0.049782795,-0.117240445,-0.026688115,-0.008945896,-0.061478313,-0.006828974,-0.00419382,0.0050013338,0.1262984557,-0.060915294,-0.074044467,-0.005072797,0.1285747613,0.1574911057,-0.001346217,-0.03572566,0.0329453448,0.0606448839,-0.053042081
11/2008,-0.0786,-0.09788086,0.0098402316,0.0098554131,-0.012326647,-0.030166008,0.0208044198,-0.038862284,0.0260876596,-0.041922553,0.0242920759,-0.023915232,-0.002032737,-0.040366314,0.0200952863,0.0211024383,0.0115432709,0.0082292734,-0.042621335,-0.046407803,-0.038187295,-0.062411813,0.0017825474,0.027117889,0.0202733245,0.0070586265,-0.046640225,0.0456424633,0.0316904965,0.0473402834,0.0279755726,-0.100346584,0.0518915164,0.0088357174,-0.018544575,-0.026186376,-0.036964766,0.0298276987,0.021986882,0.0321622424,0.0205125922,0.084899193,-0.080797626,-0.076469329,-0.06397458,0.0975745423,0.1009309865,-0.066790563,-0.054156014,0.0795448494,0.0646566792,-0.090084068
12/2008,0.0174,0.0394471666,-0.018237229,-0.020628793,0.0424141098,0.0414581071,0.014885378,0.014152968,0.000762525,-0.02852722,0.0279973991,0.026748796,0.0616890709,-0.064122453,-0.068262444,0.027606819,0.0179574781,-0.019929232,-0.044306551,0.0392454413,0.0228444646,0.05011117,-0.012998898,0.0171939781,0.0532242024,0.0405988416,-0.000399414,-0.053182915,-0.024675118,-0.029193156,-0.002584042,0.0210583886,-0.058010139,-0.01439694,0.0267944449,0.0236110524,-0.049774606,0.0004124488,-0.027148397,-0.016779774,-0.022996174,-0.06168506,0.0228986549,0.0007297285,0.0260290074,-0.093098257,-0.172255826,0.0772351112,0.0301842025,-0.0485333,-0.055222201,0.002657708
01/2009,-0.0812,-0.074401792,0.0597381926,-0.085651559,0.1307595267,-0.060723731,0.039374778,0.0660787804,-0.041433412,0.0066026125,-0.093723762,0.0388629887,0.1252130676,0.0060013434,-0.093844484,-0.08934092,-0.036220801,-0.032185932,0.1030242955,0.0145357532,0.0253448062,0.0531722112,-0.104339801,0.0896594945,-0.009829207,-0.027627322,0.0088093853,-0.031952807,-0.022412953,-0.01603477,-0.031835909,-0.039255349,-0.016183725,0.0740482997,0.0847956628,-0.038818342,-0.004504887,0.1652357657,0.0945052507,0.0351527329,0.1024661497,-0.035365761,-0.02290232,-0.061684595,0.009917841,-0.071166005,-0.124688368,0.0531654682,0.0140640233,0.0031490247,-0.017066063,0.0085402506
02/2009,-0.101,-0.105125753,-0.003941756,-0.088517405,0.1418391733,0.0179495998,0.0317828036,0.1276751569,0.0088147358,-0.012246171,-0.000927573,0.0059057345,0.0929549723,0.1060347961,-0.051676676,-0.059703275,-0.067471695,-0.073194531,0.0111860816,0.0418091969,-0.052824229,0.0337650418,-0.104083831,0.1217753393,0.0534923862,-0.057194103,-0.011604751,0.0085771296,0.0355780292,-0.034247193,0.0127625289,0.0559741038,0.0303228011,0.0482271472,0.0098498811,-0.08069856,-0.003461807,0.0433219377,0.0908915149,0.0177687816,0.0978518888,0.0697377879,-0.01897641,-0.024390707,0.0214229951,0.0740849022,0.0641487842,-0.01050172,-0.001539568,0.0346488855,-0.04758811,0.0012032077
03/2009,0.0895,0.0948200816,0.0300799891,0.0142708171,0.0073241501,0.0718716102,-0.015692286,-0.002612665,0.0407296191,-0.018288451,-0.016190294,0.0273441228,-0.010379727,0.0326220666,0.0289776923,-0.00099496,-0.010488914,0.0101906505,-0.041004499,0.0369604844,0.0322219298,0.0133220846,0.0157775586,-0.0150909,-0.013788636,0.0163038398,0.0211936579,-0.066250657,-0.040126777,-0.050787806,-0.027372403,0.0519892698,-0.075614007,-0.059924227,-0.078889645,0.0416812077,-0.010849669,-0.062629939,-0.056452551,-0.039431856,-0.056582722,-0.002877477,0.0578987381,0.0608728982,-0.089245039,-0.038843376,-0.055539732,-0.022205929,-0.003987081,-0.084443105,-0.009995014,0.0413906467
04/2009,0.1019,0.147751189,0.0605911917,0.0207847005,0.0098739527,0.0690393456,0.0197379267,-0.068871283,0.0491357157,-0.050675165,0.0456610984,0.0106429864,0.0626487288,-0.085495947,-0.044381932,0.0293294479,0.0470717584,0.054732545,0.0590243762,0.0375090753,0.0762467147,0.0380241344,0.0376000856,-0.015564503,0.0264191147,0.0826538469,0.125098331,-0.271163864,-0.126146929,-0.193237268,-0.198766388,0.1251849378,-0.23512772,-0.10075416,-0.013939705,0.1343279208,-0.021080253,-0.207069579,-0.152284405,-0.078740164,-0.143539444,0.0819954585,0.1324232126,0.1650338531,0.0000788237,0.0735700607,0.034749773,-0.169818354,0.0263714889,-0.201903024,-0.02905112,0.123121015
05/2009,0.0521,0.0497155447,0.1115205554,-0.003464735,-0.095996951,-0.112271778,-0.027698774,-0.048625096,-0.048426274,0.0681137759,-0.051447792,0.0570902279,-0.109417261,0.034007292,-0.081104437,-0.005460886,0.0030850885,0.0436643091,0.0908117979,0.0183690774,0.0950943474,0.0261567062,0.01799042,-0.050914255,-0.027471247,-0.040425058,0.0530755848,-0.094925408,-0.059500451,-0.079526419,-0.12095757,-0.074121724,-0.110172629,0.0471129818,0.0841519045,0.0619673383,0.0316180992,-0.070853931,-0.096925718,-0.011544067,-0.07783529,0.0297349045,0.0608543923,0.0766280392,0.0483858422,0.0707124022,0.044483555,-0.081131907,0.0813632434,-0.060854029,-0.03314408,0.0531036724
06/2009,0.0043,0.0029109585,-0.033328113,-0.025023835,0.0342579267,0.0117907038,0.0253930717,0.037880964,-0.020756607,0.0164176364,0.0620734216,-0.015223449,0.0158073375,-0.004736296,0.0336775309,-0.02504631,-0.03248223,-0.031678442,-0.073550144,0.0006601086,0.0070308109,0.0214678482,-0.02773034,0.0022485006,-0.017369965,-0.01011853,-0.023369664,0.0033171358,-0.00037572,-0.004866278,0.0095056913,-0.018260667,0.044355384,-0.025297192,-0.034821967,-0.024237946,-0.006869192,0.0225477581,0.0186135965,-0.00543225,0.029838092,-0.072017487,-0.030474257,-0.062353931,-0.034522758,-0.08737237,-0.115109265,0.0630753662,0.0381166337,-0.012553692,-0.006663582,-0.041246011
07/2009,0.0772,0.088754743,-0.036351192,0.0510104773,-0.026093313,0.0547395185,-0.072014505,-0.029721548,0.0017074954,0.0159995674,0.0014636848,-0.05103603,0.0088675169,-0.095640365,0.051056222,0.0169503869,0.0585001974,0.0189606437,-0.024447162,-0.009636029,-0.021427143,-0.048404916,0.0565817428,-0.061252706,-0.030407678,0.0628118779,-0.05832934,0.0199544588,0.0034832112,0.0560310724,0.0493588124,0.056905385,-0.046987674,-0.006387062,-0.04747685,0.0341453166,0.0144751266,-0.104580405,-0.088463945,-0.041592189,-0.101205082,-0.044265085,0.0441321708,0.0572439793,-0.024257301,-0.026069155,-0.032517437,0.0324520252,-0.009241705,-0.056894513,0.0051901817,0.0448414763
08/2009,0.0333,0.0393360928,-0.005310572,0.0773114092,-0.0307649,0.0611903175,-0.100550522,-0.03146167,0.0252961477,0.0202749532,0.0206140772,-0.062746717,-0.040842456,-0.105434021,0.0899885999,0.0125638242,0.0392110585,0.0411351607,-0.042137474,-0.028863114,-0.082775147,-0.080858902,0.0790656387,-0.076704706,-0.055999736,0.0745841762,-0.014259093,-0.024911879,0.0092103972,0.0236780581,0.0247561598,-0.02022609,-0.063153624,-0.07309968,-0.084996673,0.0630269937,0.0219950389,0.0187694499,-0.05228983,-0.007413443,-0.070421079,0.0211378887,0.0410498062,0.0479368777,-0.051082833,0.0186462438,-0.00255498,0.0129660367,-0.003709337,-0.06396997,0.0222651926,0.0428379244
09/2009,0.0408,0.0566286326,-0.023274383,0.0070537782,0.0285928938,0.0320041232,0.0097310276,0.0124792109,0.0023213692,0.0363099506,-0.038039301,0.0191362483,0.0114952321,0.0500941239,-0.017214894,0.0121297566,0.0356755594,-0.02052457,0.0442739045,0.0364055559,0.0137024161,0.0522312262,0.0010112792,0.0162434139,0.0018780785,0.0068118583,-0.020341105,0.0207490135,-0.013556619,0.0295725696,0.0344915293,0.0386233616,-0.03735773,0.0189745248,0.0422458088,-0.004820435,0.0235614336,-0.010631006,-0.032883502,-0.045583284,-0.02179236,-0.022361066,0.0331783449,0.034885727,-0.001449907,-0.007247432,-0.000283001,-0.006392568,0.0183220186,-0.02992334,-0.034920685,0.0336989952
10/2009,-0.0259,-0.045250679,0.0725679411,-0.03778082,0.0528171523,0.0055048365,0.0702801467,-0.003059465,0.0421565414,-0.064230959,0.0094091591,0.0404687506,0.0478222081,0.0419155032,-0.059881806,0.0513786492,-0.001690562,0.0098027649,0.0017237551,-0.007805549,0.0054437315,0.0304600421,-0.046483061,0.1276556394,0.1198891642,-0.021142609,-0.012404292,-0.028399226,-0.007165459,-0.03306088,-0.015698623,-0.049139575,0.0053722535,0.0335219893,0.0451473497,-0.015073229,-0.067344057,-0.031830931,0.0684551669,0.0437482138,0.0805567433,-0.035017575,-0.053365958,-0.042027389,0.0076723297,-0.0593564,-0.025487369,0.0066609005,-0.040599798,0.071141159,0.0214165952,-0.045480691
11/2009,0.0556,0.0483519737,0.0232751598,0.0012575324,-0.019077546,-0.024661308,-0.01132087,-0.01652968,0.0020731104,-0.006720166,-0.007225638,-0.007526475,-0.020544889,0.0125504759,0.0066460865,0.0032585896,0.0261243524,0.020871933,-0.004802788,-0.028175944,-0.035554389,-0.010965708,0.0151652576,-0.011508562,-0.000963309,0.0028508256,-0.008095395,0.0242183936,0.0056724091,0.0163636262,0.0056726322,-0.002786282,0.0080319768,-0.017572262,-0.018243885,-0.003238193,0.0009833786,0.0004684699,-0.000193353,-0.006545534,-0.007320303,-0.002941122,0.0064639509,0.0032208965,-0.011619443,0.0112363298,0.0047259246,-0.00725229,-0.00787341,0.002400081,0.0100228149,0.0086246366
12/2009,0.0275,0.0573630082,-0.066842288,0.0127956505,-0.004609423,0.0015112634,-0.009707441,0.0227588816,-0.047129684,0.0221698537,-0.013405679,-0.015465865,0.0124881857,-0.020405072,-0.00352647,-0.005866895,0.0272592619,-0.025098304,0.0014479452,0.0083834212,-0.008887314,0.0150823426,0.0071091092,-0.031155158,-0.035351836,0.0173256885,-0.013208863,0.0036190146,-0.006200079,0.0220306526,0.0069735481,0.07158979,0.0196450611,-0.019984367,-0.014635518,0.0002122553,0.0210147909,-0.004266585,-0.032686231,-0.023141964,-0.019126884,-0.020049566,0.026294484,0.0191598555,-0.002227225,-0.023849016,-0.044069947,0.0083988465,0.0534423906,-0.045057427,-0.032409488,0.0236876828
01/2010,-0.0336,-0.034664259,0.0079183657,0.0109515997,-0.029950448,0.0005343006,-0.036786884,-0.018557507,0.0249898852,0.0068962399,0.0510144097,-0.009814009,-0.033836409,-0.001317605,0.0332046629,-0.015065835,-0.019157853,0.0174368821,-0.019402516,-0.017800043,-0.019386953,-0.040516129,0.0226102283,-0.035227279,-0.027732772,0.0005783267,0.0007220446,-0.017988954,-0.030654453,-0.017733725,-0.015740338,-0.022958136,-0.042963092,0.0506148367,-0.01145321,0.0275614757,0.0064210549,-0.004753113,-0.029036485,-0.007719862,-0.036904217,-0.057717758,-0.003084139,-0.016679044,-0.035680587,-0.054571728,-0.048148422,-0.007904758,-0.024615905,-0.019019502,0.0152812674,-0.014619922
02/2010,0.034,0.0453994425,-0.026348463,0.0170554796,0.0435152444,0.0859423704,0.00557517,0.0009738981,0.013962747,-0.00792606,0.0006068236,-0.021771044,0.0581081295,-0.016180722,-0.026862593,0.0137211915,0.0289025345,-0.012636045,-0.009908922,-0.006489088,0.0043188199,0.007701212,0.0096583824,-0.00063593,0.002651711,0.0445904541,-0.039250059,0.0328312392,0.0202816824,0.0365582145,0.068693442,0.0338285946,0.0393320266,-0.035249648,-0.03991894,-0.007171564,-0.003210945,-0.003251635,-0.005069413,-0.010183772,0.000649204,-0.025829514,0.0196125386,0.0203918522,0.0094661186,-0.006365703,-0.00192027,0.0240115258,0.0086866649,-0.009025726,0.0054874585,0.0312710874
